COCET 1601-1650 英語->日本語	
fever	熱
appetite	食欲
combustion	燃焼
symptom	徴候
membrane	膜
prototype	試作品
random	無作為の
internal	内部の
external	外部の
odd	奇数の
stable	安定した
widespread	幅広い
maximum	最高の
minimum	最小の
slight	わずかな
violent	激しい
edit	編集する
appeal	訴える
pose	引き起こす
capture	とらえる
swallow	飲み込む
persuade	説得する
construct	組み立てる
endanger	おびやかす
contaminate	汚染する
adapt	適合させる
register	登録する
acquire	習得する
compete	競う
array	配列する
crack	割れ目
fusion	融合
fission	分裂
disorder	障害
defect	欠陥
dialogue	対話
sigh	ため息
nest	巣
navy	海軍
army	陸軍
troop	軍隊
coalition	連合
officer	役人
missile	ミサイル
bomb	爆弾
submarine	潜水艦
enemy	敵
conflict	対立
religion	宗教
myth	神話
