LEAP 0879-1000 日本語→英語	
拍手	applause
大騒ぎ	fuss
報酬	reward
別れ	farewell
もてなし(r-)	reception
もてなし(h-)	hospitality
1盛り	portion
洗濯	laundry
シミ	stain
～を染める	dye
コンセント	outlet
昼寝	nap
目が覚める	wake
自動販売機	vending machine
食料雑貨店	grocery
予約	appointment
～に相談する	consult
～を登録する	register
定期購読する	subscribe
～を保証する	guarantee
～を拭く	wipe
を掃く	sweep
乗り換える	transfer
離婚する	divorce
運命(f-)	fate
運命(d-)	destiny
風味	flavor
香り	perfume
材料	ingredient
柔らかい	tender
苦い	bitter
通話	aisle
足跡	track
地区	district
施設	facility
地下	basement
高さ	height
遠い	distant
へんぴな	remote
～に位置している	locate
～を占める	occupy
～を取り囲む	surround
クラシックの	classical
文明	civilization
遺産	heritage
台本	script
話	tale
文学	literature
悲劇	tragedy
詩	poetry
伝記	biography
用語	term
ことわざ	proverb
流暢な	fluent
～を翻訳する	translate
～を定義する	define
～を解釈する	interpret
～を引用する	quote
文字どおりに	literally
～を展示する	indicate
～を示す	reveal
～を発表する	announce
～を放送する	broadcast
～を証明する	prove
～を宣伝する	advertise
～を求める	seek
～を楽しませる	entertain
～を楽しませる	amuse
～を引きつける	attract
～を魅了する	fascinate
～に没頭する	absorb
好きで	fond
～をおびえさせる	scare
～をぎょっとさせる	alarm
～を驚かせる	amaze
～をいらいらさせる	irritate
～を当惑させる	puzzle
～を混乱させる	confuse
～をうんざりさせる	bore
～を欲求不満にさせる	frustrate
～を失望させる	disappoint
～に恥ずかしい思いをさせる	embarrass
恥ずかしい	ashamed
不安な	uneasy
ためらう	hesitate
気が進まない	reluctant
震える	tremble
自慢する	boast
嫉妬した	jealous
～を羨ましく思う	envy
叫ぶ	yell
を尊敬する	respect
絶望	despair
感情	emotion
同情	sympathy
残念なこと	shame
願望	ambition
自信	confidence
勇気	courage
を無視する	ignore
は～おかげだ	owe
恐怖	fear
方法	method
手段(6字)	medium
手段(5字)	means
程度	extent
極度に	extremely
全体の	total
大部分は	largely
適度な	moderate
いくぶん	somewhat
かすかな	subtle
ひょっとすると	possibly
最終的な	eventually
必ずしも	necessarily
率直に	frankly
皮肉なことに	ironically
その上	moreover
さもなければ	otherwise
無関係に	regardless
～の価値がある	worth
によれば	according to
