英語4 Unit5 Transportation	
乗客	passenger
手荷物	baggage
に近づく	approach
搭乗ゲート	boarding gate
持ち物検査場	security checkpoint
客室乗務員	flight attendant
飲食物を人に提供する	serve 飲食物 to 人
手順	procedure
免税品	duty-free goods
シートベルトを締める	fasten one's seatbelt
タイ	Thailand
ガイド付きツアー	guided tour
新幹線	bullet train
交通手段	means of transportation
either A or B	AかBかどちらか
飛行機内の食事	in-flight meal
を覆う	cover
機内の食事	on-board meal
を請求する	charge
菜食主義者	vegetarian
部分	portion
を含む	include
現金で支払う	pay in cash
主要な	major
問題点	issue
賭け	bet
目的地	destination
方法	mode
前途有望な	promising
歩み	step
運搬人	carrier
飛行	aviation
産業	industry
かなり	considerably
を減少させる	reduce
利益	profit
運営費	operating costs
人件費を削減する	cut labor costs
を簡単にする	simplify
特徴	feature
追加料金	additional fee
預かり料金	check-in baggage
落とす	drop
第2の	secondary
を利用する	take advantage of
着陸する	land
従業員	employee
多数の	multiple
役割	role
航空機	aircraft
代行業者	agent
統一する	unify
予約席	reserved seating
を行う	conduct
を排除する	eliminate
委員会	commission
広くいきわたっている	prevalent
人が～するのを許す	allow 人 to do
破産する	break the bank
を刺激する	stimulate
全体の	entire
の世話を怠る	neglect
を見抜く	detect
