英語重要表現 Part2 11-45	
I ( ) ( ) ( ) every opportunity to improve my English speaking skills.	availed myself of
I'm going to ( ) ( ) a scholarship.	apply for
"You did your best, ( ) ( ) ( )."	at any rate
( ) ( ) ( ) your success.	I'm sure of
"You ( ) ( ) ( ) your life, aren't you?"	are satisfied with
I ( ) not ( ) ( ) Malay.	an familiar with
Indonesian ( ) not ( ) ( ) me.	is familiar to
I ( ) ( ) ( ) this college. = I  ( ) ( ) ( ) this college. = I ( ) my( ) ( ) this college.	am proud of take pride in pride self on
I ( ) ( ) ( ) ( ) in physics.	am second to none
I wanted to ( ) completely ( ) ( ) my family.	be independent of
I have ( )en ( ) ( ) you for months.	be keen on
He ( ) ( ) ( ) his work.	is absorbed in
This Buddha statue ( ) ( ) ( ) wood.	is made of
Wine ( ) ( ) ( ) grapes.	is absorbed in
That singer ( ) very ( ) ( / ) young people.	is popular with among
I ( ) ( ) ( ) walking a long distance.	was tired from
I ( ) ( ) ( ) your complaints.	was tired of
I ( ) ( ) ( ) ( ) joy.	was beside myself with
She ( ) ( ) ( ) ( ) English.	was at home in
Stop ( )ing ( ) ( ) ( ).	beat around the bush
Please drop in ( ) ( ) ( ) when you come ton Oita.	by all means
My test score was ( ) ( ) ( ) good.	by no means
We must not criticize others ( ) ( ) ( ).	behind their backs
This is the NOZOMI super express ( ) ( ) Tokyo.	bound for
I know him ( ) ( ).	by name
I ( ) ( ) your name on the list.	came across
You ( ) be ( ) careful about your health.	cannot too
I ( ) ( ) laugh( ) when I heard your joke. = I ( ) ( ) ( ) laugh when I heard your joke.	couldn't help ing couldn't help but
He ( ) me ( ) going to the next grade!	congratulate on
This treatment will ( ) you ( ) your smartphone addiction.	cure of
You ( ) ( ) ( ) play video games!	do nothing but
It ( )s ( ) your efforts whether you will succeed or not.	depend on
You are ( ) ( ) a fool.	far from
The boy is very tall ( ) ( ) ( ).	for his age
I ( ) ( ) eat() out for dinner tonight.	feel like ing
