英語重要表現 Part3 21-60	
ビラ・チラシ a ( )	flyer
腕組みをする (   /   ) one's arms	fold cross
無料で ( ) free / ( ) free of charge	for for
ご参考までに FYI : for your ( )	information
率直に言えば ( ) speaking	Frankly
フライドポテト ( ) fries	French
体重が増える ( ) weight	gain
体重が減る ( ) weight	lose
ガソリンスタンド a ( ) station / a pertol station	gas
職につく (   /   ) a job	get take
結婚する get ( )	married
道に迷う get ( )	lost
破産する ( ) bankrupt	go
豪雨 ( ) rain	heavy
息を殺す (   /   ) one's breath	hold keep
ブラブラして回る hang ( ) / hang around	out
アイスコーヒー ( ) coffee	iced
時間に間に合って ( ) time	in
時間通り ( ) time	on
日記をつける ( ) time	keep
暇をつぶす ( ) time	kill
キーホルダー key ( )	ring
立ち入り禁止 Keep ( ) / Keep Off / No trespassing	Out
卵を産む ( ) an egg	lay
パン一塊 a ( ) of bread	leaf
パン一切れ a ( ) of break	slice
辞書で単語を調べる ( ) up a word in a dictionary	look
面目を失う lose ( )	face
面目を保つ save ( )	face
欠陥車 a ( )	lemon
ノートパソコン a ( ) computer	laptop
お金を儲ける (   /   ) money	make earn
お茶を入れる ( ) tea	make
意味をなす ( ) sense	make
ベッドを整える ( ) the bed	make
生計を立てる (   /   ) one's living	make earn
しかめ面をする (   /   ) a face	make pull
決心する ( ) a decision	make
失敗する ( ) a mistake	make
努力する ( ) an effort	make
重要である ( ) a difference	make
比較する ( ) a comparison	make
予約をする ( ) a reservation	make
約束する ( ) a promise	make
