COCET 1501-1550 日本語->英語	
秘書	secretary
係員	clerk
施設	facility
快適さ	comfort
重要性	importance
強さ	strength
協力	cooperation
会議	congress
議題	agenda
戸棚	cabinet
優先事項	priority
知能	intelligence
本能	instinct
選手	athlete
家具	furniture
課題	stair
柱	pillar
天井	ceiling
廊下	corridor
地下室	basement
出入り口	doorway
棚	shelf
くさび	wedge
煙突	chimney
建築	architecture
農業	agriculture
堆肥	compost
設定	setting
管理	administration
主張する	insist
成しとげる	accomplish
表す	express
取り組む	tackle
集める	gather
貼り付ける	paste
中断する	suspend
消費する	consume
改訂する	revise
評価する	evaluate
感謝する	appreciate
入浴する	bathe
呼吸する	breathe
振動する	vibrate
飢餓	hunger
尊厳	dignity
熱量	calorie
微生物	organism
酵素	enzyme
抗体	antibody
