技術英語 Lesson1-2 日本語→英語	
ピストン機関を利用した	piston-powered
(距離)一周	closed circuit of
(目標・基準など)を達成する	achieve
高度；海抜、標高	altitude
這う、腹ばいで進む	crawl
(物・場所)に引き寄せる	attract
団体、機関、組織	body
数字；数詞	numeral
単位記号	units of measurement
割合	rate
順序	sequence
(やりとりされる)手紙、書簡、通信文	correspondence
記号、符号	symbol
複数形	plural forms
ハイフンで連結された	hyphenated
名詞	noun
単数形	singular form
ためらう、躊躇する	hesitate
不服申し立て；告訴	complaint
確認、確証、承認	confirmation
予算、経費	budget
(時間・金銭などの)ゆとり、余裕	leeway
を購入する、買う	purchase
(状況・問題など)を取り扱う、処理する	handle
(特色・様子など)を見せる、示す	present
(仕事など)を進める	get on
解像力；解像度	resolution
現場で	on-site
色再現、演色	color rendition
(要望・意見など)を受け入れる	accommodate
見積もり、概算	estimate
全体の	entire
(選んで)～にする(choose)	go for
同一種類の製品の中で最高の	top-of-the-line
～で我慢する、手を打つ	settle for
(手紙など)を出す	send off
それぞれ、めいめいに	respectively
～を声に出して自慢する	boast
縦列駐車	curbside parking
素晴らしい、最高の	superb
息をのむような、はっとするような	breathtaking
洗練された	sophisticated
適用できる、関係がある	applicable
的確さ、正確さ	accuracy
(名声など)を得る	earn
評判、世評	reputation
～を備え付ける	equip
～を特色として持っている	feature
能力、性能	capability
～を圧縮する、圧搾する	compress
貢献	contribution
薄層	thin-layer
太陽電池	solar cell
～を組み合わせる	combine
半導体	semiconductor
消費量	consumption
～を最大にする	maximize
(冷蔵庫の)霜を取る	defrost
速度	velocity
乗物	vehicle
いくぶん、やや	rather
～を維持する	maintain
真新しい、新品の	brand-new
持ち運びできる	portable
装置	device
さらに進んだ、それ以上の	further
さらに詳しくは	for further information
