TOEICみんなで模擬受験英単語1-26 日本語->英語	
戸棚, 内閣	cabinet
～を取り出す	take out
つり下がる	hang
郵送する	post
郵便, 柱, 役職	post
はしご	ladder
列に並ぶ	wait in a line
テントを張る	put up a tent
満たす	fill
乗客	passenger
浮く	float
～を浮かせる　	float
浮くもの	float
波止場	dock
積み重ねる	stack
積み重ね	stack
自動車修理工場, ガレージ	garage
保存する, 蓄える	store
 商店, 小売店	store
並べる, 整える	arrange
用意する	arrange
折る	fold
取り付ける, 組み込む	install
アメ, チョコレート, キャラメル	candy
達する, 届く, 着く, 手を伸ばす	reach
を設置する	set
傾く, 寄りかかる	lean
もたせかける, 傾ける	lean
会議, 協議	conference
片道切符	one-way ticket
依頼人	client
割り当てる	assign
～で満たされる	be filled with…
保管	storage
往復切符	a return ticket
往復切符	a round-trip ticket
任務, 指示された仕事	assignment
