技術英語 Lesson3-4 英語→日本語	
monaural	モノラルの
refer	～を参照する
specification	仕様
Approx.	およそ
LP	長時間
SP	標準
HQ	高品質
mounted	～に取り付けられた
mV	ミリボルト
LCD	液晶画面
STLP	ステレオ長時間
compatible	両用の
high-directionality	指向性の高い
large-diameter	大口径の
simplified Chinese	簡体字中国語
traditional Chinese	繁体字中国語
lead-free	無鉛の
halogenated flame retardants	ハロゲン系難燃剤
cabinet	筐体
carton	紙の容器
volatile organic compound	揮発性有機物
corrugated cardboard	波型段ボール
enhancement	向上
outage	供給停止期間
outlet	コンセント
width	広さ
place the order	注文を出す
shipping	輸送
qty.	個数
unit price	単価
equivalent	同等の
gear ratio	変速比
utilize	利用する
via	～を経由して
diamension	寸法
protrusion	突出したもの
dioptric	屈折光学の
rubberized	ゴム引きの
retailer	小売業者
polycrystalline	多結晶の
AA battery	単三電池
prefer A to B	AよりBを好む
