COCET 1650-1700 英語->日本語	
bypass	迂回する
drain	排出する
complain	不平を言う
reply	返事をする
admire	称賛する
accumulate	蓄積する
quote	引用する
distribute	分配する
sink	沈む
distill	蒸留する
grin	笑う
ignite	点火する
explode	爆発する
recall	思い出す
consult	～に相談する
illustrate	説明する
interact	交流する
hesitate	ためらう
bury	埋める
treasure	宝物
valley	谷
epidemic	流行
trend	傾向
outbreak	発生
innovation	革新
charm	魅了
cathode	陰極
electrode	電極
electrolysis	電気分解
decomposition	分解
frame	枠組み
mechanics	力学
insight	洞察
context	文脈
territory	縄張り
crime	犯罪
murder	殺人
hostage	人質
prison	刑務所
sophisticated	洗練された
intense	強烈な
tough	頑丈な
sufficient	十分な
identical	同一の
upstairs	階上の
waterproof	防水の
attractive	魅力的な
justify	正当化する
adjust	調節する
deny	否定する
