技術英語 Lesson5-6 日本語→英語	
適切な、ふさわしい、正しい	proper
しっかりと	firmly
BにAを差し込む、接続する	plug A into B
指示するもの、表示装置	indicator
lightの過去形、過去分詞形	lit
規制、規定、法規、規制、統制	regulation
依然として～のままである	remain
火傷	burn
～の下に	beneath
プラスドライバー	Phillips screwdriver
きつく、しっかりと、安全に	securely
適当な所に	in place
をしっかり締める	tighten
直立した、まっすぐに立った	upright
安定した	stable
排水溝、放水路、下水管	drain
を～に置く、定める	locate
ビニール手袋	plastic gloves
回転スパナ	torque wrench
内燃機関のクランク室	crankcase
シーリングワッシャー	sealing washers
1回おきに	every other time
方法、手順	procedure
職、勤め口	position
回路、回線	circuit
資格、免許	qualifications
学士号	bachelor's degree
給料	salary
福祉、福利	welfare
履歴書、身上書	resume
就職口	job openings
志願者	applicant
申請する、出願する	apply
受け入れ可能な	acceptable
～をありがたく思う、感謝する	appreciate
製造、生産	manufacture
重役、取締役、会社役員、経営幹部	executive
会社	firm
対人関係の	interpersonal
報酬、支払い、給与	compensation
決定する	determine
選考	screening
候補者	candidate
秘密の、内密の、他言無用の	confidential
～より前に	prior to ~
を提出する	put in
～を評価する	evaluate
