LEAP 0001-0198 日本語→英語	
賛成する	agree
～に反対する	oppose
～に忠告する	advise
助言	tip
～について話し合う	discuss
～に責任があるとする	blame
(that S V)～と主張する(a-)	argue
(that S V)～と主張する(c-)	claim
文句を言う	complain
～を申し出る	offer
～を示唆する	suggest
～を推薦する	recommend
感謝している	grateful
(to ～)(～に)謝る	apologize
言い訳	excuse
～を祝う	celebrate
～に感心する	admire
～に感銘を与える	impress
賞	award
～を説明する(d-)	describe
～を説明する(e-)	explain
(with ～)(～と)意思の疎通をはかる	communicate
(意見、気持ち)を表現する	express
約束	promise
情報	information
(科学)技術	technology
(学術)研究	research
材料	material
人工的な	artificial
電気の	electric
～を発明する	invent
～を発見する	discover
発達する	develop
技術	skill
能力	ability
才能	talent
努力	effort
練習	practice
試合	game
～を達成する	achieve
(to do)何とかして～する	manage
～を改善する	improve
～を生産する	produce
～を創造する	create
～を確立する	establish
を省く	save
(for ～)(～の)薬	medicine
患者	patient
状態	condition
医療の	medical
ストレス	stress
(from ～)(病気などで)苦しむ	suffer
運動	exercise
呼吸する	breathe
のどが渇いた	thirsty
身体的な	physical
(体温の)熱	fever
(physical -)体力	strength
(通例 -s)涙	tear
～の味がする	taste
規則	rule
役割	role
習慣(h-)	habit
習慣(c-)	custom
伝統	tradition
社会	society
(the-)(集合的に)法律	law
祖先	ancestor
人口	population
母国の	native
海外へ	abroad
その土地の	local
調査	survey
証拠	evidence
価値	value
財宝	treasure
流行	fashion
(the -)大衆	public
投票(数)	vote
政府	government
国家	nation
首都	capital
州	state
政治的な	political
価格	price
(費用)を要する	cost
(修飾語を伴って)金額	sum
予算	budget
(会費、遊園地などの)料金	fee
運賃	fare
勘定	bill
貿易	trade
富	wealth
経済	economy
会社	company
仕事	task
(金)を稼ぐ	earn
(身体の部位が)痛む	hurt
～を痛める	injure
～に損害を与える	damage
～を(完全に)破壊する	destroy
～を台無しにする	ruin
危険	danger
近所の人	neighbor
聴衆	audience
群衆	crowd
著者	author
職員	staff
店員	clerk
客	customer
乗客	passenger
年配の	elderly
女性の	female
向かう	head
～の後について行く	follow
歩き回る	wander
旅行する	travel
	passenger～を通り過ぎる
(to do)～しそうだ	likely
当然の	natural
確かな	certain
おそらく	probably
～に直面する	face
～を避ける	avoid
～を解決する	solve
問題(t-)	trouble
問題(i-)	issue
(on)～に声援を送る	cheer
(A to do)(A)(～するよう)促す	encourage
～を支持する	support
～を妨げる	prevent
～を否定する	deny
(A to do)(A)に[が](～することを)可能にする	enable
(in ～)(～に)成功する	succeed
～を逃す	miss
(in[at] ～)(～に)失敗する	fail
間違い	mistake
～を調べる	check
～を隠す	hide
(線で絵など)を描く	draw
(クラブ、団体など)に加わる	join
～を投げる	throw
(機械など)を操作する	operate
～を修理する	repair
～を縫う	sew
～を上げる	raise
(飲食物)を出す	serve
～を注ぐ	pour
～をこぼす	spill
(to do/that S V)(～する/～である)ふりをする	pretend
ふるまう	behave
(can -)～に耐える	bear
～を探検する	explore
(to ～)(～に)起こる	happen
現れる	appear
～のままでいる	remain
生き残る	survive
(～に)所属している	belong
～を代表する	represent
～の基礎を置く	base
～を含む(i-)	include
～を含む(c-)	contain
自分自身の	own
～を共有する	share
(同種の物)を集める(c-)	collect
～を集める(g-)	gather
歴史	history
科目	subject
教育	education
知識	knowledge
制服	uniform
(小、中、高の)学年	grade
(高校、大学の)最上級生	senior
(from ～)(～を)卒業する	graduate
(to do)(～すること)を決定する	decide
～を判断する	judge
～を(完全に)やめる	quit
(from ～)(～を)引退する	retire
再検討	review
～を選ぶ	choose
～を想像する	imagine
～を推測する	guess
～を予期する	expect
～を予測する	predict
(doing)(過去にしたこと)を覚えている	remember
(A of B)(A)に(Bのことを)思い出させる	remind
～を(はっきり)理解する	realize
～を(正しく)理解する	appreciate
～を受け入れる	accept
～をよく考える	consider
気にする	mind
(wh-節/if S V)～かなと思う	wonder
～のように思われる	seem
(A with[to,and] B)(A)を(Bと)比較する	compare
(on ～)(～に)集中する	concentrate
(on ～)(～に)焦点を当てる	focus
(人が)～を許可する	allow
～を認める	admit
