LEAP 0199-0400 英語→日本語	
ground	地面
pollution	汚染
sight	光景
view	眺め
landscape	風景
nature	自然
seed	種
plant	植物
bloom	咲く
harvest	収穫
insect	昆虫
earthquake	地震
temperature	温度
degree	度
flood	洪水
freeze	凍る
reflect	～を反射する
polite	礼儀正しい
rude	無礼な
lonely	孤独な
lazy	怠惰な
strict	厳しい
ugly	醜い
intelligent	知的な
silly	ばかな
nervous	あがって
awake	目を覚まして
attitude	態度
character	性格
characteristic	特徴
feature	特徴
detail	詳細
advantage	利点
fault	欠点
quality	質
correct	正確な
ideal	理想的な
fair	公正な
appropriate	適切な
famous	有名な
elementary	初歩的な
major	主要な
matter	重要である
bright	明るい
brilliant	輝いている
lively	生き生きとした
comfortable	快適な
pleasant	楽しい
convenient	都合がよい
false	誤った
terrible	ひどい
awful	ひどい
thin	薄い
tight	引き締まった
loose	ゆるい
raw	生の
empty	空の
smooth	滑らかな
direct	直接的な
familiar	知られた
similar	似た
differ	異なる
vary	さまざまだ
specific	特定の
common	普及した
unusual	珍しい
add	～を加える
increase	増える
reduce	～を減らす
divide	～を分割する
count	～を教える
weigh	～の重さがある
quarter	4分の1
lot	多くの～
pile	積み重ね
rate	割合
figure	数字
lack	不足
extra	余分な
ready	用意ができている
prepare	～の準備をする
adjust	慣れる
apply	当てはまる
suit	に適している
case	場合
scene	場面
chance	機会
opportunity	機会
experience	経験
time	時間
spring	春
minute	分
period	時代
generation	世代
anniversary	記念日
recently	最近
used	以前は～だった
early	早く
first	第1の
latest	最新の
modern	現代の
latter	後半の
spend	を費やす
delay	～を遅らせる
borrow	～を借りる(b-)
lend	～を貸す
rent	～を借りる(r-)
provide	～を供給する
shelf	棚
board	板
garbage	ごみ
item	品物
wheel	車輪
note	メモ
present	プレゼント
stuff	もの
string	ひも
leisure	余暇
diet	食事
furniture	家具
refrigerator	冷蔵庫
traffic	交通
jam	渋滞
sell	～を売る
pay	を支払う
wear	～を身につけている
clothes	服
marry	～と結婚する
greet	～に挨拶する
order	〜を注文する
room	部屋
story	階
site	用地
yard	庭
bottom	底
line	列
row	列
background	背景
direction	方向
art	芸術
culture	文化
cartoon	漫画
novel	小説
instrument	楽器
tune	曲
sentence	文
article	記事
passage	一節
vocabulary	語彙
rumor	うわさ
spell	～をつづる
pronounce	を発音する
sign	兆候
mean	～を意味する
publish	～を出版する
display	～を展示する
trust	～を信頼する
depend	次第である
rely	頼る
pray	祈る
beg	～を懇願する
prefer	を好む
weep	しくしく泣く
hate	～を嫌う
worry	心配をする
anxious	心配して
satisfy	～を満足させる
annoy	～をいらだたせる
bother	～に面倒をかける
disturb	～に迷惑をかける
frighten	～をおびえさせる
upset	～を動揺させる
regret	～を後悔する
favor	親切な行為
interest	関心
pity	残念なこと
due	が原因で
reason	理由
result	結果
effect	効果
influence	影響
cause	～を引き起こす
affect	～に影響を与える
way	方法(w-)
manner	方法(m-)
purpose	目的
sake	ため
right	ちょうど
complete	完全な
hardly	ほとんど～ない
nearly	ほとんど
partly	ある程度
actually	実は
indeed	実際に
even	さえも
exactly	正確に
gradually	徐々に
therefore	それゆえに
until	～まで
besides	～加えて
except	～を除いて
