英語4 Unit4 Romance	
花に水をやる	water flowers
〜の束	a bunch of
〜の前に	in front of
〜から離れて	away from
〜と論争する	argue with 人
夕食の準備をする	prepare dinner
お互いに向き合う	face each other
人とつき合う	date 人
婚約指輪	engagement ring
宝石職人	jeweler
〜しようと申し出る	offer to do
新婚旅行	on one's honeymoon
〜な人々	the 形容詞/過去分詞
たくらみ	trick
文房具	stationery
その代わりに	instead
明白な	plain
下書き	write a draft
考え	thought
を改訂する	revise 文章
きちんと	neatly
署名する	sign
モノに液体を吹き付ける	spray モノ with 液体
香水	perfume
を同封する	enclose 書類
宛名が書かれた封筒	addressed envelope
を投函する	post 郵便物
手渡しをする	hand モノ to 人
〜に関心がある	care about
最大の関心事	the greatest concerns
人類の歴史	human history
that節以下と言っても過言ではない。	It is not too much to say (that) s+v.
文学	literature
悲劇	tragedy
〜に基づいている	be based on
民族の	folk
対立して	in conflict
口喧嘩	quarrel
を統合させる	unite
AをBとみなす	regard A as B
架空の話	tale
象徴	symbol
欲望	desire
とりわけ	in particular
悲惨な	tragic
女主人公	heroine
光栄を与える	honor
保護者	guardian
その結果	as a result
好奇心が強い	curious
物語は、場所が舞台となる	物語 is set in 場所.
存在する	exist
メモ	note
墓	tomb
を埋葬する	bury 人/もの
組織	organization
を創設する	set up 組織
ボランティア	volunteer
秘書	secretary
バルコニーbalcony
観光地	sightseeing spot
旅行客	tourist
胸部	breast
銅像	bronze statue
中庭	courtyard
that節以下は重要ではない	It doesn't matter that s+v.
架空の	fictional
神聖な	sacred

